"No","First_Name","Last_Name","Tm","Pos","G","A","A1","A2","PTS","SOG","PIM","TOI","FOW","FOL","GS"
"11","Sergei","Andronov","ROC","F",0,0,0,0,0,1,0,"11:40",9,2,0.87
"76","Andrei","Chibisov","ROC","F",0,0,0,0,0,1,0,"8:17",0,0,0.1
"22","Stanislav","Galiyev","ROC","F",0,0,0,0,0,1,2,"11:57",0,0,-0.2
"25","Mikhail","Grigorenko","ROC","F",0,0,0,0,0,2,0,"16:02",7,4,0.53
"81","Arseny","Gritsyuk","ROC","F",0,0,0,0,0,3,0,"11:32",0,0,0.3
"97","Nikita","Gusev","ROC","F",0,0,0,0,0,4,2,"17:08",0,0,0.1
"15","Pavel","Karnaukhov","ROC","F",0,0,0,0,0,1,2,"15:11",6,6,-0.2
"24","Artur","Kayumov","ROC","F",0,0,0,0,0,0,0,"7:06",0,0,0
"94","Kirill","Semyonov","ROC","F",0,1,1,0,1,0,0,"16:27",5,2,1.23
"87","Vadim","Shipachyov","ROC","F",0,0,0,0,0,2,0,"18:00",4,4,0.2
"58","Anton","Slepyshev","ROC","F",1,0,0,0,1,3,4,"12:32",0,0,0.7
"55","Vladimir","Tkachyov","ROC","F",0,0,0,0,0,1,0,"12:34",5,1,0.54
"10","Dmitry","Voronkov","ROC","F",0,0,0,0,0,4,2,"13:49",2,1,0.21
"89","Nikita","Nesterov","ROC","D",0,0,0,0,0,2,0,"19:48",0,0,0.2
"57","Alexander","Nikishin","ROC","D",0,0,0,0,0,1,2,"19:27",0,0,-0.2
"43","Damir","Sharipzyanov","ROC","D",0,0,0,0,0,0,0,"10:02",0,0,0
"7","Sergei","Telegin","ROC","D",0,0,0,0,0,0,0,"7:52",0,0,0
"27","Vyacheslav","Voynov","ROC","D",0,0,0,0,0,1,0,"16:23",0,0,0.1
"44","Yegor","Yakovlev","ROC","D",0,0,0,0,0,2,0,"21:58",0,0,0.2
"4","Alexander","Yelesin","ROC","D",0,0,0,0,0,1,0,"21:08",0,0,0.1
"28","Ivan","Fedotov","ROC","G",0,0,0,0,0,0,0,"60:00",0,0,0
"31","Alexander","Samonov","ROC","G",0,0,0,0,0,0,0,"0:00",0,0,0
"10","Andres","Ambühl","SUI","F",0,0,0,0,0,3,2,"19:48",0,0,0
"85","Sven","Andrighetto","SUI","F",0,0,0,0,0,2,0,"18:58",0,2,-0.02
"88","Christoph","Bertschy","SUI","F",0,0,0,0,0,3,0,"15:22",3,9,-0.36
"71","Enzo","Corvi","SUI","F",0,0,0,0,0,1,0,"20:45",8,10,-0.12
"92","Gaëtan","Haas","SUI","F",0,0,0,0,0,4,0,"16:37",7,14,-0.37
"61","Fabrice","Herzog","SUI","F",0,0,0,0,0,2,0,"13:37",0,0,0.2
"15","Gregory","Hofmann","SUI","F",0,0,0,0,0,6,0,"22:26",0,0,0.6
"70","Denis","Hollenstein","SUI","F",0,0,0,0,0,1,0,"17:15",0,0,0.1
"82","Simon","Moser","SUI","F",0,0,0,0,0,0,0,"9:02",0,0,0
"87","Killian","Mottet","SUI","F",0,0,0,0,0,0,0,"5:07",0,0,0
"79","Calvin","Thürkauf","SUI","F",0,0,0,0,0,0,0,"5:19",2,2,0
"83","Joël","Vermin","SUI","F",0,0,0,0,0,2,0,"13:39",0,1,0.09
"2","Santeri","Alatalo","SUI","D",0,0,0,0,0,1,2,"14:22",0,0,-0.2
"16","Raphael","Diaz","SUI","D",0,0,0,0,0,1,0,"18:55",0,0,0.1
"45","Michael","Fora","SUI","D",0,0,0,0,0,0,0,"8:09",0,0,0
"38","Lukas","Frick","SUI","D",0,0,0,0,0,0,0,"13:49",0,0,0
"55","Romain","Loeffel","SUI","D",0,0,0,0,0,2,2,"12:49",0,0,-0.1
"25","Mirco","Müller","SUI","D",0,0,0,0,0,3,2,"16:50",0,0,0
"65","Ramon","Untersander","SUI","D",0,0,0,0,0,2,0,"16:52",0,0,0.2
"6","Yannick","Weber","SUI","D",0,0,0,0,0,0,2,"14:30",0,0,-0.3
"20","Reto","Berra","SUI","G",0,0,0,0,0,0,0,"59:27",0,0,0
"63","Leonardo","Genoni","SUI","G",0,0,0,0,0,0,0,"0:00",0,0,0
